group,pct_foreign,pct_citizen,pct_cvap,pct_foreign_cit
US Total,0.13483769105542304,0.9309715675322093,0.708937903122185,0.06580925858763233
Asian American,0.6629592222844967,0.7229962075842624,0.5495569445590357,0.3859554298687591
Pacific Islander,0.21318201943307055,0.8732251277633435,0.6349331923846526,0.08640714719641404
