group,pct_pov,pct_pov_senior,pct_pov_youth
US Total,0.14052686722059685,0.014126014551246804,0.0448240022873459
Asian American,0.1154516583518242,0.015466987942076198,0.022794729359623483
Pacific Islander,0.18287713186116747,0.011220042415938197,0.06277240202378549
